image_id,class_id,class_name,x_center,y_center,width,height
img_005,2,animal,0.464905,0.631634,0.048766,0.051274
img_005,2,animal,0.545093,0.615442,0.066313,0.053673
img_006,2,animal,0.183696,0.826284,0.35,0.329305
img_006,2,animal,0.590217,0.787009,0.415217,0.305136
img_006,2,animal,0.75,0.590634,0.386957,0.468278
img_006,2,animal,0.26087,0.392749,0.156522,0.29003
img_006,2,animal,0.153261,0.454683,0.25,0.160121
picture (81),1,thela,0.177991,0.676101,0.281784,0.429769
picture (81),0,pothole,0.444352,0.668763,0.096707,0.155136
img_007,2,animal,0.325,0.577861,0.07,0.04878
img_007,2,animal,0.436875,0.582552,0.13375,0.061914
img_007,2,animal,0.5325,0.573171,0.05,0.0394
img_008,2,animal,0.491,0.515,0.918,0.578
img_009,2,animal,0.135,0.665926,0.143333,0.499259
img_009,2,animal,0.480833,0.608889,0.106667,0.414815
img_009,2,animal,0.6375,0.753333,0.14,0.30963
img_009,2,animal,0.77875,0.605926,0.150833,0.388148
img_009,2,animal,0.9275,0.611852,0.135,0.364444
picture (82),1,thela,0.616623,0.574227,0.190035,0.239175
picture (82),0,pothole,0.580247,0.786598,0.083774,0.17732
picture (82),3,barricade,0.478175,0.52268,0.103616,0.338144
img_010,2,animal,0.201667,0.575,0.283333,0.215
img_010,2,animal,0.5875,0.6275,0.258333,0.25
img_010,2,animal,0.89,0.59375,0.216667,0.2475
img_011,2,animal,0.649731,0.635815,0.563257,0.68008
img_012,2,animal,0.193889,0.595,0.167778,0.326667
img_012,2,animal,0.441667,0.620833,0.316667,0.341667
img_012,2,animal,0.687778,0.630833,0.408889,0.361667
img_013,2,animal,0.796875,0.601237,0.352539,0.392578
img_013,2,animal,0.224609,0.677083,0.232422,0.139323
img_013,2,animal,0.514648,0.664714,0.319336,0.221354
img_014,2,animal,0.439167,0.454074,0.38,0.362963
picture (83),1,thela,0.408719,0.713558,0.168937,0.334353
picture (83),3,barricade,0.165531,0.66208,0.233878,0.594292
picture (83),3,barricade,0.507266,0.404179,0.038147,0.137615
img_015,2,animal,0.609127,0.818328,0.208333,0.089534
img_015,2,animal,0.796627,0.804439,0.155423,0.083085
img_015,2,animal,0.183532,0.811384,0.188492,0.096974
img_015,2,animal,0.366898,0.806052,0.169643,0.092758
img_016,2,animal,0.280417,0.547226,0.2375,0.635682
img_016,2,animal,0.554167,0.394303,0.095,0.482759
img_016,2,animal,0.726667,0.655922,0.36,0.67916
img_017,2,animal,0.730269,0.611181,0.454467,0.765075
img_018,2,animal,0.742188,0.673438,0.329688,0.319792
img_018,2,animal,0.833594,0.5875,0.282813,0.30625
img_019,2,animal,0.464844,0.554894,0.114062,0.186508
img_019,2,animal,0.645312,0.584656,0.228125,0.224868
img_020,2,animal,0.3075,0.634045,0.51,0.701068
img_020,2,animal,0.8775,0.319098,0.115,0.562278
img_020,2,animal,0.615833,0.544484,0.303333,0.469751
img_021,2,animal,0.499583,0.637778,0.1825,0.428148
img_021,2,animal,0.789167,0.328889,0.161667,0.325926
img_021,2,animal,0.667917,0.264444,0.044167,0.223704
img_021,2,animal,0.55375,0.31037,0.145833,0.226667
img_022,2,animal,0.542679,0.596341,0.14712,0.17561
img_022,2,animal,0.380291,0.615244,0.105482,0.189024
picture (84),1,thela,0.800926,0.536755,0.314815,0.371356
picture (84),1,thela,0.170525,0.449937,0.158951,0.169835
picture (84),1,thela,0.512346,0.482256,0.212963,0.30038
picture (85),1,thela,0.485274,0.659352,0.253012,0.211076
picture (86),1,thela,0.341867,0.212754,0.271084,0.235892
picture (86),1,thela,0.676205,0.522573,0.394578,0.3386
picture (87),1,thela,0.273438,0.366406,0.117708,0.125
picture (87),1,thela,0.646354,0.434766,0.378125,0.235156
picture (88),1,thela,0.433854,0.441797,0.228125,0.333594
picture (89),1,thela,0.502287,0.533471,0.157012,0.177137
picture (90),1,thela,0.661979,0.482812,0.428125,0.342187
picture (91),1,thela,0.65896,0.680117,0.16763,0.181287
picture (92),1,thela,0.319149,0.638996,0.496454,0.411197
picture (93),1,thela,0.29,0.387188,0.47,0.559375
picture (94),1,thela,0.315966,0.758803,0.463866,0.282864
picture (95),1,thela,0.642857,0.787653,0.303571,0.210312
picture (96),1,thela,0.394167,0.501563,0.368333,0.221875
picture (97),1,thela,0.650417,0.640556,0.260833,0.458889
picture (97),1,thela,0.87375,0.648889,0.215833,0.424444
picture (98),1,thela,0.421944,0.469027,0.384389,0.89823
picture (99),1,thela,0.421725,0.666193,0.182109,0.582386
picture (100),1,thela,0.159506,0.832647,0.2116,0.258496
picture (100),1,thela,0.837809,0.8069,0.141783,0.143151
Rickshaw_001,4,rickshaw,0.418837,0.611441,0.752604,0.777117
Rickshaw_002,4,rickshaw,0.46089,0.550847,0.71319,0.898305
Rickshaw_003,4,rickshaw,0.305664,0.508798,0.322266,0.571848
Rickshaw_003,4,rickshaw,0.043457,0.33871,0.049805,0.099707
Rickshaw_003,4,rickshaw,0.773926,0.357038,0.104492,0.203812
Rickshaw_004,4,rickshaw,0.396219,0.506366,0.342207,0.54456
Rickshaw_005,4,rickshaw,0.550781,0.508322,0.7375,0.84466
Rickshaw_005,4,rickshaw,0.13125,0.441748,0.260937,0.697642
Rickshaw_006,4,rickshaw,0.340652,0.501587,0.543287,0.984127
Rickshaw_006,4,rickshaw,0.78921,0.415873,0.398996,0.485714
Rickshaw_007,4,rickshaw,0.60498,0.690972,0.448242,0.618056
Rickshaw_008,4,rickshaw,0.1275,0.493333,0.153333,0.385185
Rickshaw_008,4,rickshaw,0.340833,0.553333,0.195,0.552593
Rickshaw_008,4,rickshaw,0.700417,0.653333,0.599167,0.693333
Rickshaw_008,4,rickshaw,0.037917,0.308889,0.035833,0.084444
Rickshaw_009,4,rickshaw,0.430176,0.539714,0.813477,0.915365
Rickshaw_010,4,rickshaw,0.427273,0.512097,0.751515,0.967742
Rickshaw_010,4,rickshaw,0.854545,0.415323,0.290909,0.685484
Rickshaw_011,4,rickshaw,0.493333,0.51486,0.88,0.812937
Rickshaw_012,4,rickshaw,0.403125,0.49061,0.528125,0.877934
Rickshaw_013,4,rickshaw,0.566347,0.545082,0.793434,0.909836
Rickshaw_014,4,rickshaw,0.21375,0.653159,0.425833,0.677198
Rickshaw_014,4,rickshaw,0.530833,0.504808,0.216667,0.561813
Rickshaw_014,4,rickshaw,0.88875,0.493819,0.220833,0.498626
Rickshaw_014,4,rickshaw,0.751667,0.421016,0.086667,0.350275
Rickshaw_014,4,rickshaw,0.852917,0.221154,0.0525,0.087912
Rickshaw_015,4,rickshaw,0.714,0.542,0.436,0.446667
Rickshaw_015,4,rickshaw,0.268,0.51,0.276,0.284
Rickshaw_016,4,rickshaw,0.541841,0.539308,0.916318,0.820755
Rickshaw_017,4,rickshaw,0.1625,0.59375,0.321875,0.55
Rickshaw_017,4,rickshaw,0.438281,0.552083,0.235937,0.395833
Rickshaw_017,4,rickshaw,0.604688,0.464583,0.09375,0.216667
Rickshaw_018,4,rickshaw,0.513765,0.468695,0.526042,0.657848
Rickshaw_019,4,rickshaw,0.388679,0.512141,0.635849,0.975717
Rickshaw_019,4,rickshaw,0.748585,0.306291,0.182075,0.345475
Rickshaw_020,4,rickshaw,0.535667,0.481625,0.859667,0.94675
Rickshaw_021,4,rickshaw,0.537,0.491,0.654,0.942
Rickshaw_022,4,rickshaw,0.406152,0.614897,0.31804,0.557845
Rickshaw_023,4,rickshaw,0.42887,0.495721,0.506276,0.900978
Rickshaw_024,4,rickshaw,0.425942,0.545743,0.850131,0.908513
Rickshaw_024,4,rickshaw,0.837423,0.421855,0.316389,0.701398
Rickshaw_025,4,rickshaw,0.320213,0.509615,0.625532,0.834135
Rickshaw_025,4,rickshaw,0.71117,0.403846,0.347872,0.608173
Rickshaw_026,4,rickshaw,0.278641,0.224949,0.300971,0.433538
Rickshaw_026,4,rickshaw,0.592233,0.52045,0.613592,0.860941
Rickshaw_027,4,rickshaw,0.447727,0.467963,0.790909,0.926773
Rickshaw_028,4,rickshaw,0.48374,0.489066,0.658537,0.846918
Rickshaw_029,4,rickshaw,0.4864,0.489384,0.9696,0.893843
Rickshaw_030,4,rickshaw,0.488315,0.521769,0.832522,0.940136
Rickshaw_031,4,rickshaw,0.451637,0.495006,0.736607,0.955056
Rickshaw_032,4,rickshaw,0.475066,0.50882,0.841645,0.919946
Rickshaw_033,4,rickshaw,0.460836,0.46219,0.902524,0.906128
Rickshaw_034,4,rickshaw,0.506791,0.51567,0.735144,0.968661
Rickshaw_035,4,rickshaw,0.481707,0.499444,0.955285,0.945556
Rickshaw_036,4,rickshaw,0.477202,0.507271,0.687047,0.985459
Rickshaw_037,4,rickshaw,0.482841,0.507853,0.868446,0.863874
Rickshaw_038,4,rickshaw,0.571809,0.505365,0.689716,0.959227
Rickshaw_039,4,rickshaw,0.469697,0.491679,0.783926,0.959153
Rickshaw_040,4,rickshaw,0.491435,0.483389,0.807281,0.946844
Rickshaw_041,4,rickshaw,0.491111,0.49454,0.608889,0.873635
Rickshaw_042,4,rickshaw,0.460276,0.481693,0.82038,0.839817
Rickshaw_043,4,rickshaw,0.49622,0.465347,0.819654,0.89604
Rickshaw_044,4,rickshaw,0.5586,0.463801,0.535769,0.846154
Rickshaw_045,4,rickshaw,0.479624,0.503333,0.890282,0.943333
Rickshaw_046,4,rickshaw,0.478238,0.50904,0.734715,0.91516
Rickshaw_047,4,rickshaw,0.517021,0.515568,0.719149,0.763736
Rickshaw_047,4,rickshaw,0.801064,0.157509,0.261702,0.25641
Rickshaw_048,4,rickshaw,0.464444,0.468193,0.537778,0.900763
Rickshaw_048,4,rickshaw,0.813333,0.155216,0.235556,0.305344
Rickshaw_049,4,rickshaw,0.532905,0.493603,0.754414,0.982942
Rickshaw_050,4,rickshaw,0.52381,0.508989,0.636364,0.85618
Rickshaw_050,4,rickshaw,0.386364,0.247191,0.409091,0.408989
Rickshaw_051,4,rickshaw,0.48286,0.527174,0.632713,0.836957
Rickshaw_052,4,rickshaw,0.565056,0.478435,0.799257,0.784345
Rickshaw_052,4,rickshaw,0.209108,0.375399,0.414498,0.610224
Rickshaw_052,4,rickshaw,0.917286,0.579872,0.165428,0.715655
Rickshaw_053,4,rickshaw,0.462348,0.493805,0.601329,0.969912
Rickshaw_054,4,rickshaw,0.519608,0.463783,0.799564,0.794769
Rickshaw_055,4,rickshaw,0.5047,0.500621,0.692127,0.906832
Rickshaw_056,4,rickshaw,0.473894,0.503329,0.813274,0.921438
Rickshaw_057,4,rickshaw,0.45459,0.529454,0.696289,0.788793
Rickshaw_058,4,rickshaw,0.468043,0.518841,0.85939,0.944928
Rickshaw_059,4,rickshaw,0.427711,0.492361,0.815835,0.981944
Rickshaw_060,4,rickshaw,0.532787,0.512669,0.709962,0.866554
Rickshaw_061,4,rickshaw,0.451258,0.510828,0.831237,0.950318
Rickshaw_062,4,rickshaw,0.459082,0.496495,0.686627,0.936916
Rickshaw_062,4,rickshaw,0.125749,0.240654,0.247505,0.476636
Rickshaw_063,4,rickshaw,0.470423,0.510088,0.798122,0.941992
Rickshaw_064,4,rickshaw,0.553521,0.491447,0.664789,0.948684
Rickshaw_065,4,rickshaw,0.495327,0.508384,0.70494,0.91311
Rickshaw_066,4,rickshaw,0.50349,0.541463,0.769634,0.8
Rickshaw_067,4,rickshaw,0.568665,0.559179,0.653772,0.881643
Rickshaw_068,4,rickshaw,0.530335,0.515439,0.859833,0.888361
Rickshaw_068,4,rickshaw,0.067992,0.267221,0.131799,0.43943
Rickshaw_069,4,rickshaw,0.520833,0.495202,0.716146,0.825336
Rickshaw_070,4,rickshaw,0.47678,0.478372,0.674923,0.814249
Rickshaw_071,4,rickshaw,0.45,0.494949,0.746875,0.919192
Rickshaw_072,4,rickshaw,0.495595,0.507126,0.674009,0.92399
Rickshaw_073,4,rickshaw,0.472031,0.501706,0.79686,0.918089
Rickshaw_074,4,rickshaw,0.548973,0.483607,0.860979,0.937705
Rickshaw_075,4,rickshaw,0.491974,0.53169,0.810594,0.809859
Rickshaw_076,4,rickshaw,0.491448,0.529549,0.750285,0.931571
Rickshaw_076,4,rickshaw,0.884835,0.38647,0.230331,0.716952
Rickshaw_077,4,rickshaw,0.477723,0.476077,0.891089,0.947368
Rickshaw_078,4,rickshaw,0.436709,0.505,0.805258,0.92
Rickshaw_079,4,rickshaw,0.561311,0.4375,0.750529,0.832627
Rickshaw_079,4,rickshaw,0.909091,0.253178,0.181818,0.413136
Rickshaw_080,4,rickshaw,0.51054,0.518727,0.812912,0.775281
Rickshaw_081,4,rickshaw,0.520259,0.450331,0.842788,0.825607
Rickshaw_082,4,rickshaw,0.526016,0.545393,0.830894,0.909214
Rickshaw_082,4,rickshaw,0.141463,0.305556,0.276423,0.551491
Rickshaw_083,4,rickshaw,0.641935,0.548309,0.716129,0.797101
Rickshaw_084,4,rickshaw,0.462085,0.495247,0.687204,0.880228
Rickshaw_085,4,rickshaw,0.5199,0.436881,0.844113,0.839109
Rickshaw_086,4,rickshaw,0.503752,0.461274,0.838649,0.91222
Rickshaw_087,4,rickshaw,0.490364,0.533898,0.798715,0.867488
Rickshaw_088,4,rickshaw,0.45712,0.507533,0.65534,0.898305
Rickshaw_089,4,rickshaw,0.394007,0.536802,0.732558,0.913706
Rickshaw_090,4,rickshaw,0.53168,0.555158,0.884298,0.889685
Rickshaw_091,4,rickshaw,0.460979,0.478022,0.834656,0.85989
Rickshaw_092,4,rickshaw,0.525907,0.497869,0.823834,0.910511
Rickshaw_093,4,rickshaw,0.451906,0.484028,0.887477,0.915278
Rickshaw_094,4,rickshaw,0.506829,0.513292,0.655539,0.891616
Rickshaw_095,4,rickshaw,0.468144,0.51264,0.799631,0.811798
Rickshaw_096,4,rickshaw,0.478006,0.481261,0.812317,0.853492
Rickshaw_097,4,rickshaw,0.502946,0.539337,0.499264,0.57764
Rickshaw_098,4,rickshaw,0.503671,0.495646,0.499266,0.576197
Rickshaw_099,4,rickshaw,0.481757,0.513972,0.55,0.596806
Rickshaw_100,4,rickshaw,0.483617,0.533217,0.746359,0.699301
Rickshaw_101,4,rickshaw,0.49256,0.50096,0.66369,0.62572
Rickshaw_102,4,rickshaw,0.486053,0.496252,0.53696,0.884558
Rickshaw_103,4,rickshaw,0.49553,0.503373,0.832695,0.790894
Rickshaw_104,4,rickshaw,0.454299,0.491402,0.691403,0.898148
Rickshaw_105,4,rickshaw,0.478571,0.476505,0.592857,0.908957
Rickshaw_106,4,rickshaw,0.546154,0.503724,0.879487,0.94041
Rickshaw_106,4,rickshaw,0.872436,0.363128,0.255128,0.722533
Rickshaw_107,4,rickshaw,0.275799,0.546094,0.465753,0.754687
Rickshaw_107,4,rickshaw,0.719635,0.570312,0.452968,0.825
Rickshaw_107,4,rickshaw,0.747489,0.123438,0.207306,0.171875
Rickshaw_108,4,rickshaw,0.580087,0.564551,0.787879,0.752735
Rickshaw_109,4,rickshaw,0.46358,0.448387,0.680247,0.832258
Rickshaw_110,4,rickshaw,0.440824,0.498092,0.6875,0.90458
Rickshaw_111,4,rickshaw,0.489496,0.488029,0.726891,0.917127
Rickshaw_112,4,rickshaw,0.481898,0.524561,0.826467,0.919298
Rickshaw_113,4,rickshaw,0.478814,0.563265,0.734463,0.84898
Rickshaw_114,4,rickshaw,0.49216,0.492079,0.761324,0.821782
Rickshaw_114,4,rickshaw,0.071429,0.193069,0.139373,0.287129
Rickshaw_115,4,rickshaw,0.475039,0.511186,0.606864,0.727069
Rickshaw_116,4,rickshaw,0.494194,0.517399,0.696774,0.778388
Rickshaw_117,4,rickshaw,0.46582,0.575281,0.732422,0.849438
Rickshaw_118,4,rickshaw,0.314622,0.5,0.365904,0.591195
Rickshaw_118,4,rickshaw,0.042966,0.331237,0.065142,0.119497
Rickshaw_118,4,rickshaw,0.778933,0.357442,0.112266,0.194969
Rickshaw_119,4,rickshaw,0.558747,0.485465,0.745431,0.89186
Rickshaw_119,4,rickshaw,0.13218,0.442442,0.260444,0.763953
Rickshaw_120,4,rickshaw,0.528198,0.525907,0.756534,0.865285
Rickshaw_121,4,rickshaw,0.483437,0.520661,0.453416,0.606061
Rickshaw_122,4,rickshaw,0.450436,0.542857,0.473856,0.749206
Rickshaw_123,4,rickshaw,0.466113,0.484517,0.373444,0.506375
Rickshaw_124,4,rickshaw,0.383938,0.514477,0.316832,0.757238
Rickshaw_125,4,rickshaw,0.493478,0.501508,0.543478,0.767722
Rickshaw_126,4,rickshaw,0.571097,0.642857,0.415765,0.583587
Rickshaw_127,4,rickshaw,0.446196,0.627854,0.483696,0.601218
Rickshaw_128,4,rickshaw,0.415325,0.564179,0.508747,0.695522
Rickshaw_129,4,rickshaw,0.264362,0.614765,0.355404,0.74094
Rickshaw_129,4,rickshaw,0.780428,0.404698,0.240506,0.412081
Rickshaw_129,4,rickshaw,0.47517,0.227517,0.099318,0.183893
Rickshaw_129,4,rickshaw,0.589581,0.149664,0.037975,0.07651
Rickshaw_130,4,rickshaw,0.638909,0.576819,0.448727,0.827493
Rickshaw_131,4,rickshaw,0.737218,0.549283,0.43044,0.629032
Rickshaw_131,4,rickshaw,0.14566,0.223118,0.181926,0.259857
Rickshaw_132,4,rickshaw,0.109202,0.418874,0.187361,0.60596
Rickshaw_132,4,rickshaw,0.778271,0.496689,0.288248,0.807947
Rickshaw_133,4,rickshaw,0.40339,0.486779,0.684746,0.838942
Rickshaw_134,4,rickshaw,0.312179,0.63706,0.460256,0.652374
Rickshaw_134,4,rickshaw,0.807051,0.425727,0.242308,0.367534
Rickshaw_135,4,rickshaw,0.25,0.522337,0.408333,0.941581
Rickshaw_135,4,rickshaw,0.973958,0.32646,0.052083,0.357388
Rickshaw_135,4,rickshaw,0.914583,0.328179,0.066667,0.32646
Rickshaw_135,4,rickshaw,0.866667,0.321306,0.045833,0.319588
Rickshaw_135,4,rickshaw,0.815625,0.30756,0.06875,0.298969
Rickshaw_135,4,rickshaw,0.764583,0.300687,0.054167,0.292096
Rickshaw_135,4,rickshaw,0.61875,0.281787,0.108333,0.254296
Rickshaw_136,4,rickshaw,0.706667,0.532209,0.405,0.840491
Rickshaw_136,4,rickshaw,0.242917,0.378834,0.309167,0.340491
Rickshaw_136,4,rickshaw,0.397083,0.390337,0.100833,0.29908
Rickshaw_136,4,rickshaw,0.451667,0.384202,0.083333,0.302147
Rickshaw_136,4,rickshaw,0.954167,0.355828,0.078333,0.190184
Rickshaw_136,4,rickshaw,0.041667,0.377301,0.08,0.343558
Rickshaw_137,4,rickshaw,0.584375,0.510563,0.675,0.758216
Rickshaw_138,4,rickshaw,0.578906,0.511737,0.570312,0.685446
Rickshaw_139,4,rickshaw,0.578125,0.510563,0.578125,0.683099
Rickshaw_140,4,rickshaw,0.487448,0.559748,0.740586,0.880503
Rickshaw_141,4,rickshaw,0.472803,0.666667,0.92887,0.465409
Rickshaw_142,4,rickshaw,0.430159,0.502688,0.619048,0.983871
Rickshaw_143,4,rickshaw,0.457,0.490991,0.79,0.777778
Rickshaw_144,4,rickshaw,0.4675,0.54375,0.87,0.804167
Rickshaw_145,4,rickshaw,0.468116,0.539948,0.57971,0.920103
Rickshaw_145,4,rickshaw,0.12029,0.458763,0.217391,0.515464
Rickshaw_146,4,rickshaw,0.429167,0.516667,0.852778,0.966667
Rickshaw_146,4,rickshaw,0.902778,0.347222,0.194444,0.622222
Rickshaw_147,4,rickshaw,0.554199,0.500868,0.891602,0.998264
Rickshaw_148,4,rickshaw,0.314844,0.557512,0.342187,0.551643
Rickshaw_148,4,rickshaw,0.132812,0.511737,0.1125,0.338028
Rickshaw_148,4,rickshaw,0.646094,0.585681,0.395313,0.683099
Rickshaw_148,4,rickshaw,0.889844,0.536385,0.195312,0.528169
Rickshaw_149,4,rickshaw,0.482102,0.526619,0.864896,0.713669
Rickshaw_150,4,rickshaw,0.37875,0.457217,0.53,0.828003
Rickshaw_151,4,rickshaw,0.393333,0.48125,0.213333,0.3375
Rickshaw_151,4,rickshaw,0.735556,0.503125,0.248889,0.4375
Rickshaw_151,4,rickshaw,0.912222,0.3875,0.095556,0.14375
Rickshaw_151,4,rickshaw,0.55,0.435937,0.126667,0.259375
Rickshaw_152,4,rickshaw,0.482258,0.501208,0.877419,0.997585
Rickshaw_153,4,rickshaw,0.447985,0.561538,0.804124,0.766864
Rickshaw_154,4,rickshaw,0.584,0.516927,0.772,0.794271
Rickshaw_155,4,rickshaw,0.404738,0.473118,0.269153,0.78853
Rickshaw_156,4,rickshaw,0.5125,0.501389,0.758333,0.997222
Rickshaw_157,4,rickshaw,0.116667,0.4775,0.19,0.35
Rickshaw_157,4,rickshaw,0.346667,0.4525,0.17,0.3
Rickshaw_157,4,rickshaw,0.523333,0.475,0.19,0.37
Rickshaw_157,4,rickshaw,0.779167,0.5675,0.388333,0.575
Rickshaw_157,4,rickshaw,0.220833,0.44,0.058333,0.265
Rickshaw_158,4,rickshaw,0.575835,0.582143,0.478149,0.585714
Rickshaw_158,4,rickshaw,0.277635,0.441071,0.190231,0.196429
Rickshaw_158,4,rickshaw,0.919023,0.4875,0.161954,0.267857
Rickshaw_159,4,rickshaw,0.306481,0.497201,0.559958,0.99347
Rickshaw_159,4,rickshaw,0.042902,0.284049,0.085279,0.567164
Rickshaw_160,4,rickshaw,0.519537,0.539716,0.420255,0.568794
Rickshaw_161,4,rickshaw,0.539714,0.655206,0.519531,0.618861
Rickshaw_162,4,rickshaw,0.504545,0.501453,0.822727,0.985465
Rickshaw_163,4,rickshaw,0.51845,0.486559,0.785978,0.876344
Rickshaw_164,4,rickshaw,0.502762,0.53405,0.994475,0.910394
Rickshaw_165,4,rickshaw,0.573333,0.493333,0.631111,0.8
Rickshaw_166,4,rickshaw,0.520921,0.50237,0.824268,0.881517
Rickshaw_167,4,rickshaw,0.504566,0.563043,0.926941,0.586957
Rickshaw_168,4,rickshaw,0.431579,0.601695,0.666667,0.717514
Rickshaw_168,4,rickshaw,0.080702,0.596045,0.154386,0.389831
Rickshaw_169,4,rickshaw,0.501931,0.523196,0.749035,0.706186
Rickshaw_170,4,rickshaw,0.152344,0.564453,0.223958,0.40625
Rickshaw_170,4,rickshaw,0.524089,0.520508,0.253906,0.357422
Rickshaw_170,4,rickshaw,0.882161,0.491211,0.204427,0.291016
Rickshaw_170,4,rickshaw,0.337891,0.405273,0.092448,0.087891
Rickshaw_170,4,rickshaw,0.27474,0.470703,0.046875,0.226562
Rickshaw_171,4,rickshaw,0.582031,0.542969,0.692708,0.71875
Rickshaw_171,4,rickshaw,0.230469,0.318359,0.083333,0.242188
Rickshaw_172,4,rickshaw,0.48,0.567542,0.595,0.58349
Rickshaw_173,4,rickshaw,0.505,0.540404,0.818,0.89899
Rickshaw_174,4,rickshaw,0.632812,0.554688,0.507812,0.773438
Rickshaw_175,4,rickshaw,0.63151,0.553711,0.513021,0.783203
Rickshaw_176,4,rickshaw,0.634766,0.580078,0.64974,0.808594
Rickshaw_177,4,rickshaw,0.640625,0.581055,0.661458,0.794922
Rickshaw_178,4,rickshaw,0.762308,0.485804,0.350769,0.742376
Rickshaw_178,4,rickshaw,0.514615,0.446372,0.081538,0.228181
Rickshaw_179,4,rickshaw,0.525391,0.568359,0.654948,0.621094
Rickshaw_180,4,rickshaw,0.461111,0.525469,0.45873,0.89008
Rickshaw_181,4,rickshaw,0.440367,0.501629,0.469725,0.996743
Rickshaw_182,4,rickshaw,0.420366,0.599,0.720627,0.642
Rickshaw_183,4,rickshaw,0.429615,0.498122,0.734615,0.804695
Rickshaw_184,4,rickshaw,0.507117,0.479,0.928826,0.77
Rickshaw_185,4,rickshaw,0.573611,0.5,0.852778,0.994444
Rickshaw_186,4,rickshaw,0.53863,0.511658,0.584548,0.976684
Rickshaw_186,4,rickshaw,0.860058,0.291451,0.131195,0.411917
Rickshaw_187,4,rickshaw,0.311054,0.519643,0.293059,0.546429
Rickshaw_187,4,rickshaw,0.570694,0.508929,0.215938,0.489286
Rickshaw_187,4,rickshaw,0.079692,0.503571,0.154242,0.585714
Rickshaw_188,4,rickshaw,0.486667,0.486974,0.782222,0.450902
Rickshaw_189,4,rickshaw,0.4825,0.466125,0.419,0.509485
Rickshaw_190,4,rickshaw,0.434667,0.534,0.866667,0.738
Rickshaw_191,4,rickshaw,0.550633,0.528169,0.831224,0.690141
Rickshaw_192,4,rickshaw,0.464286,0.536667,0.880952,0.613333
Rickshaw_193,4,rickshaw,0.448276,0.497126,0.634483,0.729885
Rickshaw_194,4,rickshaw,0.43,0.64881,0.493333,0.607143
Rickshaw_195,4,rickshaw,0.581818,0.52459,0.392727,0.721311
Rickshaw_195,4,rickshaw,0.3,0.532787,0.185455,0.530055
Rickshaw_196,4,rickshaw,0.32,0.458333,0.266667,0.571429
Rickshaw_196,4,rickshaw,0.661667,0.511905,0.316667,0.77381
Rickshaw_197,4,rickshaw,0.486979,0.5,0.911458,0.933333
Rickshaw_198,4,rickshaw,0.466146,0.496094,0.859375,0.898438
Rickshaw_199,4,rickshaw,0.5,0.575117,0.854167,0.70892
Rickshaw_200,4,rickshaw,0.553004,0.52809,0.696113,0.898876
Rickshaw_201,4,rickshaw,0.492683,0.52439,0.926829,0.910569
Rickshaw_202,4,rickshaw,0.512887,0.426641,0.623711,0.675676
Rickshaw_203,4,rickshaw,0.506667,0.493333,0.915556,0.666667
Rickshaw_204,4,rickshaw,0.527027,0.515464,0.899614,0.85567
Rickshaw_205,4,rickshaw,0.488281,0.489848,0.921875,0.847716
Rickshaw_206,4,rickshaw,0.493304,0.488889,0.977679,0.942222
Rickshaw_207,4,rickshaw,0.508889,0.504444,0.911111,0.991111
Rickshaw_208,4,rickshaw,0.438224,0.523196,0.69112,0.860825
Rickshaw_209,4,rickshaw,0.465455,0.52459,0.814545,0.786885
Rickshaw_210,4,rickshaw,0.495781,0.497642,0.983122,0.966981
Rickshaw_211,4,rickshaw,0.5,0.5025,0.84,0.925
Rickshaw_212,4,rickshaw,0.505792,0.569588,0.702703,0.850515
Rickshaw_213,4,rickshaw,0.268868,0.455975,0.487421,0.798742
Rickshaw_213,4,rickshaw,0.668239,0.522013,0.31761,0.918239
Rickshaw_214,4,rickshaw,0.46558,0.508197,0.300725,0.612022
Rickshaw_215,4,rickshaw,0.496047,0.507538,0.928854,0.974874
Rickshaw_216,4,rickshaw,0.53972,0.478723,0.752336,0.821277
Rickshaw_217,4,rickshaw,0.496552,0.568966,0.351724,0.793103
Rickshaw_218,4,rickshaw,0.533333,0.511111,0.657778,0.817778
Rickshaw_218,4,rickshaw,0.893333,0.295556,0.115556,0.333333
Rickshaw_219,4,rickshaw,0.494949,0.529528,0.89899,0.862205
Rickshaw_220,4,rickshaw,0.388189,0.527449,0.635694,0.928209
Rickshaw_221,4,rickshaw,0.60641,0.640217,0.217949,0.423913
Rickshaw_222,4,rickshaw,0.240458,0.528571,0.419847,0.585714
Rickshaw_223,4,rickshaw,0.407692,0.487971,0.475385,0.662134
Rickshaw_224,4,rickshaw,0.852771,0.154676,0.273672,0.260432
Rickshaw_224,4,rickshaw,0.386259,0.216906,0.525404,0.253957
Rickshaw_224,4,rickshaw,0.368938,0.344964,0.555427,0.264029
Rickshaw_224,4,rickshaw,0.306005,0.542806,0.595843,0.294245
Rickshaw_224,4,rickshaw,0.170323,0.682374,0.338337,0.318705
Rickshaw_224,4,rickshaw,0.146651,0.818705,0.288684,0.234532
Rickshaw_225,4,rickshaw,0.522,0.492492,0.732,0.792793
Rickshaw_226,4,rickshaw,0.391927,0.557617,0.544271,0.693359
Rickshaw_227,4,rickshaw,0.4955,0.537,0.977,0.924
Rickshaw_228,4,rickshaw,0.5825,0.581008,0.4725,0.686047
Rickshaw_229,4,rickshaw,0.61,0.605556,0.283333,0.486667
Rickshaw_230,4,rickshaw,0.56375,0.561037,0.44,0.871237
